0,7,DG,6
0,8,LB,4
0,9,LP,4
0,17,LP,6
0,18,LB,2
0,19,LB,4
1,6,LB,6
1,7,LP,2
1,10,LB,4
1,16,DB,4
1,17,LG,4
1,20,LG,5
2,5,LG,5
2,6,LB,5
2,8,LB,2
2,9,DB,3
2,10,DP,4
2,11,LG,6
2,15,DB,3
2,16,DP,4
2,18,DG,1
2,19,DB,6
2,20,DP,4
3,4,DB,2
3,5,LP,2
3,8,DG,4
3,12,LB,3
3,14,LP,1
3,15,LP,2
3,18,DB,6
4,3,DG,4
4,4,DP,5
4,6,LB,3
4,7,LB,4
4,8,LB,5
4,9,DG,1
4,11,LP,5
4,12,LG,5
4,14,DB,6
4,16,LP,1
4,17,LP,6
4,18,LP,2
4,19,LB,5
5,2,LG,1
5,3,LG,4
5,6,LB,3
5,11,DB,2
5,14,DB,4
5,16,DG,2
5,20,DB,4
6,1,LB,3
6,2,LG,3
6,4,LB,2
6,5,DP,5
6,6,LB,2
6,7,DG,4
6,10,LP,5
6,11,LP,4
6,12,DP,5
6,13,DP,5
6,14,LP,1
6,16,LP,4
6,17,DG,2
6,19,LB,4
6,20,LP,1
7,1,LP,3
7,4,DP,3
7,8,DP,5
7,9,DP,5
7,10,LB,6
7,16,DP,1
7,19,LP,5
8,1,DB,5
8,2,DG,5
8,3,DB,3
8,4,DP,2
8,5,DB,4
8,7,LB,3
8,8,DG,2
8,11,DB,1
8,15,DB,4
8,16,LG,3
8,17,DG,1
8,18,LP,4
8,19,LG,3
8,20,LB,4
9,1,LG,2
9,7,LB,6
9,9,LG,6
9,10,DP,3
9,11,DG,4
9,12,LP,4
9,14,LP,6
9,15,LP,2
10,1,DG,2
10,2,DB,3
10,6,LG,6
10,7,LB,2
10,9,DB,2
10,14,LB,3
10,16,DG,5
11,1,LG,3
11,3,DP,1
11,5,DG,2
11,6,DP,6
11,9,LG,3
11,10,LB,1
11,13,LP,2
11,14,DG,6
11,16,LP,4
11,17,LG,6
12,1,DB,6
12,3,DP,6
12,5,DP,2
12,7,LP,2
12,8,LB,4
12,9,LP,1
12,11,LP,1
12,12,DB,4
12,13,LB,5
12,16,LP,1
