4517,15,DG,2
595,19,LP,4
1533,22,DP,2
3678,5,DG,3
2641,12,LP,4
4627,27,DP,6
4069,19,DG,2
2843,13,DP,5
3289,13,LP,3
4761,8,LP,5
4179,14,DB,4
4094,26,LG,1
764,6,LB,4
2201,10,LB,6
3868,24,LB,2
3080,17,LP,3
1737,10,DB,2
4527,20,DB,6
1295,23,DB,3
260,20,DG,1
1377,13,LP,2
3016,24,LG,3
604,5,DB,4
3849,15,DP,6
1181,18,LB,1
480,13,DP,2
3974,4,DG,2
947,22,DG,2
2763,19,LG,3
4700,19,DG,4
3104,17,LG,1
3730,27,DP,5
525,15,LG,2
2248,26,DB,1
1036,12,LB,6
1258,15,DP,6
4486,23,DP,3
4105,8,DP,5
1156,4,DB,2
2066,23,LB,5
1436,5,LB,3
4901,15,DB,4
756,7,LG,1
1793,17,DG,4
1355,22,LG,6
711,14,LP,5
4036,7,LG,6
3482,9,DB,3
1943,19,LG,4
2429,10,DB,2
3572,19,DB,6
960,19,DP,5
423,13,DB,3
1100,20,DP,6
1293,15,LG,1
4433,25,LB,5
151,12,DB,5
3621,13,LG,6
3103,17,DG,3
4016,27,LG,6
4667,12,DP,4
466,9,DG,1
1352,21,DP,3
3474,18,LG,2
3622,19,LP,5
1405,20,LB,2
332,4,DG,5
4056,12,DG,5
153,8,DP,2
1264,13,LP,1
1756,25,DB,1
660,8,LP,2
1121,4,DB,1
789,23,LP,4
2368,10,DB,4
2714,27,DP,6
1544,26,LB,5
3628,5,DB,4
471,23,LB,6
4590,18,LB,3
506,9,DP,5
2576,17,LG,5
3155,27,DP,1
837,4,DP,5
1754,27,DP,1
3320,25,DB,5
1160,5,LP,5
3429,27,LP,1
4872,23,LB,6
1506,24,LP,5
3677,14,LB,1
1002,11,DP,2
737,8,DG,4
3898,13,LB,6
3521,15,LG,2
257,21,DB,3
4471,10,DB,3
912,26,DP,5
3673,15,LP,6
732,21,DG,5
3191,21,LB,6
4019,24,DB,2
947,24,DP,2
4800,19,LB,5
512,13,LG,6
491,16,DB,6
338,11,DB,5
4282,14,LG,3
1201,10,DG,1
2116,5,DP,4
4614,10,LP,6
4729,15,DP,5
4331,19,LB,2
17,25,LB,1
1609,16,DG,1
4898,22,LB,1
1920,5,LB,3
3360,7,LG,3
3503,4,DB,4
1582,17,DB,3
699,12,DG,4
2118,17,LG,2
4962,14,DG,3
4813,21,LB,3
1240,17,LP,1
633,4,DB,1
1815,12,LB,1
1922,5,LB,2
1676,20,LB,2
3698,16,DG,5
3147,12,LG,4
3612,16,LP,3
2052,4,LG,6
1640,4,DB,3
4587,13,DB,5
317,24,DG,6
2281,8,DB,4
2263,23,LP,6
3052,12,LP,2
94,26,LG,1
4235,16,LB,5
58,4,LG,3
2465,4,DB,6
3136,11,DP,4
882,17,DB,6
790,19,LP,2
747,6,DP,2
581,14,DP,2
3830,23,LB,6
741,14,DP,6
2119,4,DP,4
2861,14,DG,1
4422,19,LB,2
1355,13,LB,3
616,25,DG,2
2258,15,DG,2
2914,15,DB,4
1448,22,DP,1
1838,4,LB,4
4550,4,LP,5
1620,7,DP,6
4707,13,LP,5
654,25,DG,2
4907,8,LP,4
3641,18,DP,4
638,17,LP,1
1747,8,LG,3
3380,9,DG,2
3986,27,DB,6
2105,24,LG,1
3037,22,LP,1
4896,23,LB,4
949,10,LB,5
3531,22,DG,1
858,4,LP,2
4737,21,LG,6
3963,12,DP,5
4478,11,LG,2
775,12,LP,4
2292,5,LP,4
2909,20,LG,1
4176,11,DB,6
3934,24,DB,2
4621,14,DG,6
4766,11,LP,1
1082,26,DG,2
1564,4,DB,1
526,18,LP,4
72,20,LP,4
709,4,LP,6
549,10,LB,6
1050,25,LP,4
498,5,DP,6
2172,24,DP,1
450,12,DP,1
2000,11,LP,5
4230,27,LB,2
2696,7,DG,6
4382,25,DB,5
3458,16,DG,1
2724,5,DB,2
1199,13,LG,5
1769,15,DB,6
4506,24,DG,3
1063,25,DP,2
3115,22,LB,1
4421,15,DG,5
4642,9,DB,6
4181,20,DB,1
508,12,LG,4
2297,8,LG,4
3922,4,LG,2
3961,8,DB,6
1545,15,LB,4
1382,10,DB,3
4136,25,LP,3
2515,20,LG,1
1990,10,DB,6
3632,17,DB,2
714,8,LG,4
3030,5,LB,4
2784,23,LG,5
3644,16,LB,1
2954,5,LG,1
322,23,LB,6
4130,15,DP,3
3221,10,DG,2
1765,14,LP,5
1941,26,LG,2
3730,23,DP,4
60,6,LB,1
4984,25,LB,6
